OMAP-21: Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Palatine Tonsil (FFPE) with MACSima,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Werner Müller; Julia Femel; Silvia Rüberg; Andreas Bosio,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCiD(s):,0000-0002-1297-9725;0000-0002-0254-316X; 0009-0008-1003-987X; 0000-0001-9776-2535,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Andrea J. Radtke; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCiD(s):,0000-0003-4379-8967; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,DOI: 10.1038/s41598-022-05841-4,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2024",,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcid,core_panel,rationale,organ,organ_uberon
OMAP-21,P62736,HGNC:130,ACTA2,Human,IgG1,Monoclonal,REAL650,Miltenyi Biotec,130-123-363,,Y,,50,FITC,AB_2857589,MICS,FFPE,19,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,Alpha smooth muscle actin defines the fibroblastic reticular network and vasculature of the tonsil. This is an essential marker for many cell types including smooth muscle cells and many subsets of fibroblasts. This marker represents a prioritized target in the tonsil OMAP.,palatine tonsil,UBERON:0002373
OMAP-21,P34810,HGNC:1693,CD68,Human,IgG1,Monoclonal,REA1306,Miltenyi Biotec,130-128-345,,Y,,50,PE,AB_2905104,MICS,FFPE,19,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD68 cannot be used to define a specific anatomical structure but is expressed by many subsets of myeloid cells. This marker represents a prioritized target in the tonsil OMAP.,palatine tonsil,UBERON:0002373
OMAP-21,P11912,HGNC:1698,CD79A,Human,IgG1,Monoclonal,REA1168,Miltenyi Biotec,130-120-939,,Y,,50,PE,AB_2784280,MICS,FFPE,20,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,"CD79a is an antigen highly expressed by plasma cells.  In this panel, CD138 and the Plasma Cell marker are strongly expressed on plasma cells. Most plasma cells are located in the extra follicular region of the tonsil. This marker represents a prioritized target in the tonsil OMAP. ",palatine tonsil,UBERON:0002373
OMAP-21,P08575,HGNC:9666,PTPRC,Human,IgG1,Monoclonal,REA611,Miltenyi Biotec,130-109-429,,Y,,50,PE,AB_2658369,MICS,FFPE,21,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,CD45RO is  a splice variant of the CD45 gene. It is expressed on Memory T cells.,palatine tonsil,UBERON:0002373
OMAP-21,P08670,HGNC:12692,VIM,Human,IgG1,Monoclonal,REAL1008,Miltenyi Biotec,130-127-018,,Y,,50,APC,AB_2889794,MICS,FFPE,22,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,Vimentin defines stromal network of tonsil and serves as a pan-mesenchymal cell marker. This marker represents a prioritized target in the tonsil OMAP.,palatine tonsil,UBERON:0002373
OMAP-21,P20702,HGNC:6152,ITGAX,Human,IgG1,Monoclonal,REA1310,Miltenyi Biotec,130-128-346,,Y,,50,PE,AB_2801981,MICS,FFPE,22,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,CD11c is expressed on dendritic cells. It does Nt define a particular region in the tonsil. This marker represents a prioritized target in the tonsil OMAP.,palatine tonsil,UBERON:0002373
OMAP-21,P07766,HGNC:1674,CD3E,Human,IgG1,Monoclonal,REA1151,Miltenyi Biotec,130-120-267,,Y,,50,FITC,AB_2876969,MICS,FFPE,23,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD3 epsilon defines T cell zone and is an essential marker of T cells. This marker represents a core panel and prioritized target in the tonsil OMAP.,palatine tonsil,UBERON:0002373
OMAP-21,P12830,HGNC:1748,CDH1,Human,IgG1,Monoclonal,REA1319,Miltenyi Biotec,130-127-980,,Y,,50,PE,AB_2904946,MICS,FFPE,23,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD324 is expressed on epithelia cells.,palatine tonsil,UBERON:0002373
OMAP-21,P04439;P01889;P10321,HGNC:4931;HGNC:4932;HGNC:4933;,HLA-A;HLA-B;HLA-C,Human,IgG1,Monoclonal,REAL597,Miltenyi Biotec,130-124-786,,Y,,50,APC,AB_2877038,MICS,FFPE,24,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,HLA ABC is expressed on most cells and can be used as a segmentation marker,palatine tonsil,UBERON:0002373
OMAP-21,Q9P2W7,HGNC:921,B3GAT1,Human,IgG1,Monoclonal,REA769,Miltenyi Biotec,130-111-963,,Y,,50,PE,AB_2658747,MICS,FFPE,24,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD57 is expressed on a NK subset in the Germinal Center,palatine tonsil,UBERON:0002373
OMAP-21,P13647,HGNC:6442,KRT5,Human,IgG1,Monoclonal,REAL 899,Miltenyi Biotec,130-127-016,,Y,,50,APC,AB_2905179,MICS,FFPE,25,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,Cytokeratin 5 is expressed by epithelia cells in the tonsil.,palatine tonsil,UBERON:0002373
OMAP-21,P18827,HGNC:10658,SDC1,Human,IgG1,Monoclonal,REA929,Miltenyi Biotec,130-127-999,,Y,,50,PE,AB_2904717,MICS,FFPE,27,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD138 is a marker for plasma cells along with CD79a markers. Most plasma cells are located in the extra follicular region of the tonsil. This marker represents a prioritized target in the tonsil OMAP. CD138 also defines the epithelium of the tonsil.,palatine tonsil,UBERON:0002373
OMAP-21,P08727,HGNC:6436,KRT19,Human,IgG1,Monoclonal,REAL822,Miltenyi Biotec,130-125-272,,Y,,50,PE,AB_2857769,MICS,FFPE,28,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,Cytokeratin 19 is expressed by epithelia cells in the tonsil.,palatine tonsil,UBERON:0002373
OMAP-21,"P08729,P05787,P05783,P08727","HGNC:6445,HGNC:6446,HGNC:6430,HGNC:6436","KRT7, KRT8, KRT18, KRT19",Human,IgG1,Monoclonal,REAL648,Miltenyi Biotec,130-123-091,,Y,,50,APC,AB_2857577,MICS,FFPE,29,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,Cytokeratin Class II is expressed by the extracellular matrix. In the tonsil it defines the  tonsillar crypt. This marker represents a prioritized target in the tonsil OMAP.,palatine tonsil,UBERON:0002373
OMAP-21,P01903,HGNC:4947,HLA-DRA,Human,IgG1,Monoclonal,REAL550,Miltenyi Biotec,130-123-076,,Y,,50,FITC,AB_2857572,MICS,FFPE,29,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,HLA-DR is expressed on antigen presenting cells. It defines B cell follicles (HLA-DR+) and germinal centers (HLA-DR++).  This marker represents a core panel and prioritized target in the tonsil OMAP.,palatine tonsil,UBERON:0002373
OMAP-21,P60709,HGNC:132,ACTB,Human,IgG1,Monoclonal,REAL571,Miltenyi Biotec,130-122-273,,Y,,50,PE,Pending,MICS,FFPE,30,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,beta Actin is a universal cytoplasmic cell marker. In the tonsil it can be used to improve cell segmentation. ,palatine tonsil,UBERON:0002373
OMAP-21,P04264;P13647;P13645;P02533,"HGNC:6412,HGNC:6442,HGNC:6413,HGNC:6416","KRT1;KRT5;KRT10,KRT14",Human,IgG1,Monoclonal,REAL645,Miltenyi Biotec,130-125-779,,Y,,50,APC,AB_2877037,MICS,FFPE,31,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,Cytokeratin HMW is expressed by epithelia cells in the tonsil.,palatine tonsil,UBERON:0002373
OMAP-21,P51911,HGNC:2155,CNN1,Human,IgG1,Monoclonal,REA1104,Miltenyi Biotec,130-119-070,,Y,,50,FITC,AB_2876965,MICS,FFPE,32,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,Calponin is involved in cell mobility.,palatine tonsil,UBERON:0002373
OMAP-21,P03372,HGNC:3467,ESR1,Human,IgG1,Monoclonal,REAL1292,Miltenyi Biotec,130-130-135,,Y,,50,PE,AB_2922260,MICS,FFPE,33,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,ESR1 is positive in many cells of the Tonsil. It can be used to improve cell segmentation in the Tonsil. Is is expressed in germinal center but not in the marginal zone.,palatine tonsil,UBERON:0002373
OMAP-21,P04626,HGNC:3430,ERBB2,Human,IgG1,Monoclonal,REA1315,Miltenyi Biotec,130-127-979,,Y,,50,PE,AB_2905194,MICS,FFPE,34,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,"ERB2 is expressed in many cell types also in the tonsil, for example in the epithelia cells. It can be used to improve cell segmentation.",palatine tonsil,UBERON:0002373
