"P13645, P02533, P19012, P08779, P08727, P04264, P35908, P12035, P19013, P13647, P08729, P05787","HGNC:6413, HGNC:6416, HGNC:6421, HGNC:6423, HGNC:6436, HGNC:6412, HGNC:6439, HGNC:6440, HGNC:6441, HGNC:6442, HGNC:6445, HGNC:6446","Cytokeratin 10, Cytokeratin 14, Cytokeratin 15, Cytokeratin 16, Cytokeratin 19, Cytokeratin 1, Cytokeratin 2, Cytokeratin 3, Cytokeratin 4, Cytokeratin 5, Cytokeratin 7, Cytokeratin 8",Mouse,"IgG1, kappa",AE-1/AE-3,BioLegend,914204,,N,,1:200,Oligonucleotide,AB_2616960,CODEX,Fresh frozen,10,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,Y,"Pan-epithelial marker for segmentation of epithelial cells. The combination of collagen IV, pan-cytokeratin, alpha smooth muscle actin, and vimentin can be used to define the villi, crypts, basal membrane, and lamina propria. This marker represents a core panel and prioritized target in the intestine OMAP."
P15941,HGNC:7508,MUC-1/EMA,Mouse,"IgG1, kappa",MUC1/955,NSJ Bioreagents,V2372SAF,,N,,1:200,Oligonucleotide,AB_2864392,CODEX,Fresh frozen,11,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,"Marker for epithelial cells, specifically enterocytes."
Q99626,HGNC:1806,CDX2,Rabbit,IgG,D38B1,Nolan Lab,4267,,N,,1:200,Oligonucleotide,AB_2864406,CODEX,Fresh frozen,11,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Nuclear marker of intestinal epithelial cells expressed by early epithelial cells.
P34810,HGNC:1693,CD68,Mouse,"IgG2b, kappa",Y1/82A,BioLegend,333802,,N,,1:200,Oligonucleotide,AB_1089058,CODEX,Fresh frozen,11,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Expressed by many subsets of myeloid cells including proinflammatory M1 macrophages. This marker represents a prioritized target in the intestine OMAP.
P10645,HGNC:1929,Chromogranin A,Mouse,"IgG1, kappa",LK2H10 + PHE5 + CGA/414,Novus Biologicals,NBP2-34674,,N,,1:200,Oligonucleotide,AB_2864388,CODEX,Fresh frozen,12,AF488,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of neural cells and neuroendocrine cells. This marker represents a prioritized target in the intestine OMAP.
P20023,HGNC:2336,CD21,Mouse,"IgG1, kappa",Bu32,BioLegend,354902,,N,,1:500,Oligonucleotide,AB_11219188,CODEX,Fresh frozen,12,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of B cells and follicular dendritic cells in gut-associated lymphoid tissue (GALT). This marker represents a prioritized target in the intestine OMAP.
Q02817,HGNC:7512,MUC-2,Mouse,IgG1,996/1,Novus Biologicals,NB120-11197,,N,,1:200,Oligonucleotide,AB_791261,CODEX,Fresh frozen,12,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of goblet cells. This marker represents a prioritized target in the intestine OMAP.
P16284,HGNC:8823,CD31,Mouse,"IgG1, kappa",WM59,BD Biosciences,555444,,N,,1:200,Oligonucleotide,AB_395837,CODEX,Fresh frozen,13,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for visualization of blood endothelial cells and vessels. This marker represents a prioritized target in the intestine OMAP.
P13591,HGNC:7656,CD56,Mouse,"IgG1, kappa",B159,BD Biosciences,555514,,N,,1:100,Oligonucleotide,AB_395904,CODEX,Fresh frozen,13,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of NK cells and neural cells. This marker represents a prioritized target in the intestine OMAP.
P16671,HGNC:1663,CD36,Mouse,"IgM, kappa",CB38 (NL07),BD Biosciences,555453,,N,,1:200,Oligonucleotide,AB_395846,CODEX,Fresh frozen,14,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for visualization of blood and lymphatic endothelial cells and vessels.
Q8WWA0,HGNC:18259,ITLN1,Sheep,IgG,Polyclonal,R&D Systems,AF4254,,N,,1:200,Oligonucleotide,AB_2129678,CODEX,Fresh frozen,14,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of early secretory goblet cells.
Q07108,HGNC:1694,CD69,Mouse,"IgG1, kappa",FN50,BioLegend,310902,,N,,1:500,Oligonucleotide,AB_314837,CODEX,Fresh frozen,15,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used to define a particular T cell activation state.
P18827,HGNC:10658,CD138,Mouse,"IgG1, kappa",MI15,BioLegend,356502,,N,,1:200,Oligonucleotide,AB_2561790,CODEX,Fresh frozen,15,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,Y,Key marker for plasma cells and broadly expressed on epithelial cells. This marker represents a core panel and prioritized target in the intestine OMAP.
P48436,HGNC:11204,SOX9,Rabbit,IgG,D8G8H,Cell Signaling Technology,82630,,N,,1:100,Oligonucleotide,AB_2665492,CODEX,Fresh frozen,16,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of transit amplifying cells.
P01732,HGNC:1706,CD8,Mouse,"IgG1, kappa",SK1,BioLegend,344702,,N,,1:200,Oligonucleotide,AB_1877104,CODEX,Fresh frozen,16,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of CD8+ T cells. This marker represents a prioritized target in the intestine OMAP.
P56199,HGNC:6134,CD49a,Mouse,"IgG1, kappa",TS2/7,BioLegend,328302,,N,,1:100,Oligonucleotide,AB_1236385,CODEX,Fresh frozen,17,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Expressed by stromal cells as well as smooth muscle cells
P23229,HGNC:6142,CD49f,Rat,"IgG2a, kappa",GoH3,BD Biosciences,555734,,N,,1:50,Oligonucleotide,AB_2296273,CODEX,Fresh frozen,17,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for visualization of intestinal crypt stem cells.
P08575,HGNC:9666 ,CD45,Mouse,"IgG1, kappa",HI30,BioLegend,304002,,N,,1:500,Oligonucleotide,AB_314390,CODEX,Fresh frozen,18,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,Y,This marker cannot be used to define a specific anatomical structure but is expressed by all hematopoietic cells. This marker represents a prioritized target in the intestine OMAP and can be used for downstream image analysis.
P10415,HGNC:990,BCL-2,Mouse,IgG1,124,Nolan Lab,226M,,N,,1:200,Oligonucleotide,AB_2864404,CODEX,Fresh frozen,18,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for visualization of various immune cells.
P16070,HGNC:1681,CD44,Rat,"IgG2b, kappa",IM7,BioLegend,103002,,N,,1:200,Oligonucleotide,AB_312953,CODEX,Fresh frozen,19,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,"This antibody labels endothelial cells, mesenchymal cells, and reports the activation status of several immune cell subsets."
Q86YL7,HGNC:29602,Podoplanin,Rat,"IgG2a, delta",NC-08,BioLegend,337002,,N,,1:100,Oligonucleotide,AB_1595511,CODEX,Fresh frozen,19,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for visualization of lacteals (lymphatic endothelial cells) and fibroblasts. This marker represents a prioritized target in the intestine OMAP.
P02462,HGNC:2202,Collagen IV,Rabbit,IgG,Polyclonal,Abcam,ab6586,,N,,1:200,Oligonucleotide,AB_305584,CODEX,Fresh frozen,20,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,"Used for visualization of the basal membrane and extracellular matrix. The combination of collagen IV, pan-cytokeratin, alpha smooth muscle actin, and vimentin can be used to define the villi, crypts, basal membrane, and lamina propria."
Q86VB7,HGNC:1631,CD163,Mouse,"IgG1, kappa",GHI/61,BioLegend,333602,,N,,1:100,Oligonucleotide,AB_1088991,CODEX,Fresh frozen,20,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of M2 macrophages. This marker represents a prioritized target in the intestine OMAP.
Q6UX06,HGNC:17190,OLFM4,Mouse,IgG1,12,Thermo Fisher Scientific,MA5-29457,,N,,1:100,Oligonucleotide,AB_2785318,CODEX,Fresh frozen,21,Cy3,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of intestinal crypt stem cells of small intestine.
P22897,HGNC:7228,CD206,Mouse,"IgG1, kappa",15-2,BioLegend,321102,,N,,1:200,Oligonucleotide,AB_571923,CODEX,Fresh frozen,21,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of M2 macrophages. This marker represents a prioritized target in the intestine OMAP.
Q01523,HGNC:2764,Defensin alpha 5,Rabbit,IgG,EPR14309(B),Abcam,ab245946,,N,,1:200,Oligonucleotide,AB_2864387,CODEX,Fresh frozen,22,Cy5,https://doi.org/10.1038/s41596-021-00556-8,0000-0001-9961-7673,N,Used for identification of Paneth cells. This marker represents a prioritized target in the intestine OMAP.
