OMAP-4 Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Skin with Cell DIVE,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Elizabeth McDonough; Chrystal Chadwick; Fiona Ginty,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-7524-8260; 0000-0001-6355-5677; 0000-0001-6638-683X,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ari Karunamurthy; Andrea J. Radtke; Christopher Werlein; Ellen M. Quardokus; Diane C. Saunders; Anna Martinez Casals; Presha Rajbhandari,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-5739-4923; 0000-0003-4379-8967; 0000-0002-7694-4257; 0000-0001-7655-4833; 0000-0002-8849-6746; 0000-0003-2722-1965; 0000-0003-2184-7238,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,https://doi.org/10.48539/HBM447.DQMQ.693,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,
Version number,v1.4,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon
OMAP-4,P04234,HGNC:1673,CD3E,Mouse,IgG1,Monoclonal,F7.2.38,Dako,M7254,20036648,N,5,,Cy5,AB_2631163,Cell DIVE,FFPE,5,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Essential marker for T cells. This marker represents a prioritized target in the skin OMAP.,skin of body,UBERON:0002097
OMAP-4,"P13645, P02533, P19012, P08779, P08727","HGNC:6413, HGNC:6416, HGNC:6421, HGNC:6423, HGNC:6436","KRT10, KRT14, KRT15, KRT16, KRT19",Mouse,IgG1,Monoclonal,AE1,Thermo Fisher Scientific,14-9001-82,E11008-1632,N,2.5,,Cy3,AB_1834477,Cell DIVE,FFPE,6,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Defines several keratinocyte populations in the epidermis. Essential segmentation marker for epithelial cells. This marker represents a prioritized target in the skin OMAP.,skin of body,UBERON:0002097
OMAP-4,P10966,HGNC:1707,CD8B,Mouse,IgG1,Monoclonal,C8/144B,Dako,M7103,20042547,N,5,,Cy5,AB_2075537,Cell DIVE,FFPE,6,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Essential marker for cytotoxic T cells. This marker represents a prioritized target in the skin OMAP.,skin of body,UBERON:0002097
OMAP-4,P62736,HGNC:130,ACTA2,Mouse,IgG2a,Monoclonal,1A4,Sigma,C6198,127M4859V,N,2.5,,Cy3,AB_476856,Cell DIVE,FFPE,7,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,Y,"Lineage marker for smooth muscle cells, multiple cell types (fibroblasts) and structures (vasculature). This marker represents a core panel and prioritized target in the skin OMAP.",skin of body,UBERON:0002097
OMAP-4,Q9BZS1,HGNC:6106,FOXP3,Mouse,IgG1,Monoclonal,206D,BioLegend,320114,B241845,N,10,,AF647,AB_439754,Cell DIVE,FFPE,7,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Essential marker for regulatory T cells. This marker represents a prioritized target in the skin OMAP.,skin of body,UBERON:0002097
OMAP-4,P08670,HGNC:12692,VIM,Rabbit,IgG,Monoclonal,D21H3,Cell Signaling Technology,9856,14,N,1.25,,AF647,AB_10834530,Cell DIVE,FFPE,8,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,Y,"Essential marker for stromal cells, fibroblasts, and melanocytes. This marker represents a core panel and prioritized target in the skin OMAP.",skin of body,UBERON:0002097
OMAP-4,P02462,HGNC:2202,COL4A1,Mouse,IgG1,Monoclonal,IV-4H12,Millipore,MAB3326,NG193686,N,5,,Cy3,AB_2229703,Cell DIVE,FFPE,9,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,"Defines the basement membrane, papillary dermis, and subcutaneous fat layers. Structural marker for extracellular matrix and skin fibroblasts. This marker represents a prioritized target in the skin OMAP.",skin of body,UBERON:0002097
OMAP-4,P46013,HGNC:7107,MKI67,Rabbit,IgG,Monoclonal,SP6,Abcam,ab197547,1510X1102D,Y,5,,Cy5,AB_2924695,Cell DIVE,FFPE,9,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,Y,Marker for proliferating cells and enriched in basal keratinocytes. This marker represents a core panel and prioritized target in the skin OMAP.,skin of body,UBERON:0002097
OMAP-4,P04637,HGNC:11998,TP53,Mouse,IgG2b,Monoclonal,DO-7,Dako,M7001,95381,N,5,,Cy5,AB_2206626,Cell DIVE,FFPE,10,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,N,Marker of cell cycle regulation. Increased expression in keratinocytes from aged and sun-exposed skin. This marker represents a prioritized target in the skin OMAP.,skin of body,UBERON:0002097
OMAP-4,Q9Y5Y7,HGNC:14687,LYVE1,Goat,IgG,Polyclonal,,R&D Systems,AF2089-SP,KPY0120121,N,7.5,,Cy5,AB_355144,Cell DIVE,FFPE,11,,https://doi.org/10.17504/protocols.io.bqjimuke,0000-0001-7524-8260,Y,Defines lymphatic endothelial cells and lymphatic vessels. This marker represents a core panel and prioritized target in the skin OMAP.,skin of body,UBERON:0002097
