OMAP-25: Expanded Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Lung with CODEX,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jeffrey M. Purkerson; Gloria S. Pryhuber,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCiD(s):,"0000-0001-7636-4992, 0000-0002-9185-3994",,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ellen M. Quardokus; Andrea J. Radtke; Elizabeth McDonough; Diane Saunders; ,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCiD(s):,0000-0001-7655-4833; 0000-0003-4379-8967; 0000-0001-7524-8260; 0000-0002-8849-6746,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM497.LJTV.953,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"December 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.1,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon
OMAP-25,P05164,HGNC:7218,MPO,Rabbit,IgG,Monoclonal,E1E7I,Akoya Biosciences,4250083,230518016,Y,,200,oligonucleotide,AB_2927678,CODEX,FFPE,6,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Myeloperoxidase, enzyme found primarily in the azurophilic granules of neutrophils, also in macrophage to lesser extent",lung,UBERON:0002048
OMAP-25,O95171,HGNC:10573,SCEL,Rabbit,IgG,Polyclonal,,Abcepta,AP11564C,SA170807DF,N,,100,oligonucleotide,AB_10818433,CODEX,FFPE,6,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Sciellin; some type I alveolar epithelial cell; involved in cell cornification and survival,lung,UBERON:0002048
OMAP-25,Q13509,HGNC:20772,TUBB3,Mouse,IgG2a,Monoclonal,TUJ-1,R&D Systems,MAB1195,HGQ0522121,N,,400,oligonucleotide,AB_357520,CODEX,FFPE,7,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Neuron-specific beta-III-tubulin, expressed in all neurons",lung,UBERON:0002048
OMAP-25,P11684,HGNC:12523,SCGB1A1,Rat,IgG1,Monoclonal,394324,R&D Systems,MAB4218,YWN0222071,N,,400,oligonucleotide,AB_2183286,CODEX,FFPE,7,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Uteroglobin, small, cysteine-rich protein also known as club cell secretory protein (CCSP) that is secreted into the extracellular space by club/airway secretory cells",lung,UBERON:0002048
OMAP-25,Q96PL1,HGNC:18391,SCGB3A2,Rabbit  ,IgG,Monoclonal,EPR11463,Abcam,ab240255,1059178-1,Y,,400,oligonucleotide,AB_3083498,CODEX,FFPE,9,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Secretoglobin family 3A member 2 present in distal club-like airway cells; also found in some submucosal gland mucus cells,lung,UBERON:0002048
OMAP-25,P98088,HGNC:7515,MUC5AC,Mouse,IgG1,Monoclonal,45M1,Abcam,ab212636,1039304-10,Y,,100,oligonucleotide,AB_3083499,CODEX,FFPE,8,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Apomucin major airway glycoprotein, goblet cell",lung,UBERON:0002048
OMAP-25,Q92786,HGNC:9459,PROX1,Rabbit,IgG,Monoclonal,EPR19273,Abcam,ab236026,1056251-2,Y,,200,oligonucleotide,AB_2894898,CODEX,FFPE,10,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Lymphatic endothelium,lung,UBERON:0002048
OMAP-25,P02533,HGNC:6416,KRT14,Rabbit,IgG,Polyclonal,Poly19053,Akoya Biosciences,4450031,230818011,N,,200,oligonucleotide,AB_3095339,CODEX,FFPE,9,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Keratin, type I cytoskeletal 14, co-exists in some basal cells wtih KRT5-KRT14 filaments to self-organize into large bundles and enhance mechanical properties; prominent in healthy mypoepithelial cells of submucosal glands",lung,UBERON:0002048
OMAP-25,Q92949,HGNC:3816,FOXJ1,Mouse,IgG1,Monoclonal,2A5,Thermo Fisher Scientific,14-9965-82,2712325,N,,500,oligonucleotide,AB_1548835,CODEX,FFPE,8,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Transcription factor master regulator of ciliogenesis, the process of generating cilia. It controls the expression of genes essential for cilia structure and function. prominent in nuclei of multi-ciliated cells of lung airway",lung,UBERON:0002048
OMAP-25,P07492,HGNC:4605,GRP,Rabbit,IgG,Polyclonal,,LSBio,LS-C755064,235668,N,,500,oligonucleotide, AB_3096183,CODEX,FFPE,10,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Gastrin-releasing peptide; pro-epithelial cell growth and proinflammatory; exclusive to neuroendocrine cell in lung,lung,UBERON:0002048
OMAP-25,P07988,HGNC:10801,SFTPB,Rabbit ,IgG,Polyclonal,,Invitrogen,PA5-42000,YL4151771/YL4159261,N,,50,oligonucleotide,AB_2609628,CODEX,FFPE,11,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Pulmonary surfactant-associated protein B, type II alveolar epithelial cell, also subset of airway secretory (club cells) and airway basal cells",lung,UBERON:0002048
OMAP-25,P08174,HGNC:2665,CD55/DAF,Goat ,IgG,Polyclonal,,R&D Systems,AF2009,KGJ0116111,N,,300,oligonucleotide,AB_355106,CODEX,FFPE,9,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Complement decay acceleratiing factor; primarily type I pneumocytes (AT1) in lung,lung,UBERON:0002048
OMAP-25,Q86YL7,HGNC:29602,PDPN,Mouse,IgG2a,Monoclonal,NC-08,Akoya Biosciences,4250094,230613015,N,,200,oligonucleotide,AB_3082979,CODEX,FFPE,11,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Podoplanin; a transmembrane glycoprotein expressed on the surface of lymphatic endothelial cells, mediates effects on cell migration and adhesion through its different partners; lymphatic endothelium; in lung also alveolar epithelium, type 1",lung,UBERON:0002048
OMAP-25,Q03135,HGNC:1527,CAV1,Rabbit,IgG,Monoclonal,D46G3,Akoya Biosciences,4550084,240123032,Y,,200,oligonucleotide,AB_3508120 ,CODEX,FFPE,10,AF750 ,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N, Scaffolding protein within caveolar membranes; increased expression with cell stress;  facilitates identification of type I pneumocytes cells lacking AGER; also expressed in vascular endothelial cells and smc,lung,UBERON:0002048
OMAP-25,Q9HC84,HGNC:7516,MUC5B,Rabbit,IgG,Polyclonal,,Abcam,AB87376,GR3462843-2,N,,75,oligonucleotide,AB_10712492,CODEX,FFPE,11,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Gel-forming mucin glycoprotein; contributes to lubricating and viscoelastic properties of mucus and saliva; mucus cells; subset of goblet cells,lung,UBERON:0002048
OMAP-25,P48431,HGNC:11195,SOX2,Rabbit,IgG,Monoclonal,SP76,Akoya Biosciences,4250075,100000023,Y,,200,oligonucleotide,AB_3094504,CODEX,FFPE,12,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Transcription factor that regulates lung progenitor cell fate and plasticity during lung development, homeostasis and regenerative responses to lung injury; proximal airway epithelium",lung,UBERON:0002048
OMAP-25,P48436,HGNC:11204,SOX9,Rabbit,IgG,Monoclonal,D8G8H,Cell Signaling Technology,74021SF,1,Y,,1000,oligonucleotide,AB_2665492,CODEX,FFPE,12,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,Transcription factor that regulates proliferative capacity and differentiation of lung epithelium; club cells; ciliated cells  ,lung,UBERON:0002048
OMAP-25,P05787,HGNC:6446,KRT8,Mouse,IgG2a,Monoclonal,1E8,BioLegend,904804,B352397,N,,400,oligonucleotide,AB_2616821,CODEX,FFPE,12,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v3,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Keratin, type II cytoskeletal 8; Expression is associated with transitional states of alveolar epithelial cells in injury and repair",lung,UBERON:0002048
